id,plec,miasto_kat,wojewodztwo,domena_kat,wiek,IPA,IPB,wynik,typ_adresu,wybory,poczta,data,
"6280630",,"miasto_woj33","woj15","domena_kat15","34","ipA29","ipB3204","nie","mieszkanie","wybory260","c035","2014-11-14",
"6942737","m","miasto_woj154","woj17","domena_kat9","22","ipA100","ipB7820","nie",,,,"2014-11-15",
"209077",,"miasto_woj154","woj40","domena_kat17","46","ipA3","ipB1738","nie","mieszkanie","wybory176","r010","2014-11-12",
"837120","k","miasto_woj154","woj48","domena_kat24",,"ipA24","ipB457","nie","mieszkanie","wybory299","r007","2014-11-12",
"1180022","k","miasto_woj154","woj17","domena_kat9","22","ipA17","ipB306","nie",,,,"2014-11-12",
"4690305","m","miasto_woj154","woj40","domena_kat24","57","ipA12","ipB656","nie","mieszkanie","wybory176","c005","2014-11-11",
"7428932","m","miasto_woj77","woj38","domena_kat24","21","ipA16","ipB2396","nie","mieszkanie","wybory335","c058","2014-11-15",
"7039913","m","miasto_woj110","woj29","domena_kat9","56","ipA6","ipB6","nie",,,,"2014-11-15",
"1756457","k","miasto_woj154","woj3","domena_kat9","51","ipA4","ipB33","nie",,,,"2014-11-12",
"1600418",,"miasto_woj154","woj19","domena_kat10","61","ipA9","ipB1304","nie","mieszkanie","wybory139","r003","2014-11-12",
"7655389","k","miasto_woj154","woj17","domena_kat9","22","ipA35","ipB146","nie",,,,"2014-11-15",
"1255308",,"miasto_woj154","woj12","domena_kat24","69","ipA31","ipB1240","nie","mieszkanie","wybory409","c025","2014-11-12",
"4818258","k","miasto_woj109","woj23","domena_kat9","73","ipA19","ipB1506","nie","wiezowiec","wybory290","c006","2014-11-11",
"7786462","m","miasto_woj154","woj12","domena_kat24","23","ipA19","ipB2723","nie",,,,"2014-11-15",
"459260","m","miasto_woj154","woj9","domena_kat24","66","ipA24","ipB1537","nie","mieszkanie","wybory39","r001","2014-11-12",
"6984590",,"miasto_woj154","woj17","domena_kat9",,"ipA9","ipB195","nie",,,,"2014-11-15",
"1702504","k","miasto_woj51","woj14","domena_kat24","41","ipA24","ipB1826","nie","mieszkanie","wybory118","c021","2014-11-12",
"6738990","k","miasto_woj154","woj15","domena_kat9","20","ipA29","ipB1364","nie","wiezowiec","wybory343","c033","2014-11-15",
"5490622","k","miasto_woj93","woj8","domena_kat24","26","ipA18","ipB1461","nie",,,,"2014-11-14",
"6387521",,"miasto_woj154","woj32","domena_kat13",,"ipA17","ipB1500","nie","mieszkanie","wybory210","r003","2014-11-14",
"8075986","m","miasto_woj154","woj38","domena_kat9","59","ipA24","ipB238","nie","mieszkanie","wybory370","r018","2014-11-15",
"6599913","k","miasto_woj110","woj29","domena_kat9","34","ipA5","ipB66","nie","wiezowiec","wybory119","c007","2014-11-14",
"3232515","m","miasto_woj154","woj30","domena_kat9","18","ipA26","ipB355","nie","mieszkanie","wybory79","c003","2014-11-13",
"3319995","k","miasto_woj154","woj31","domena_kat9","51","ipA5","ipB2910","nie","mieszkanie","wybory76","r001","2014-11-13",
"1218889",,"miasto_woj154","woj17","domena_kat24",,"ipA19","ipB914","nie",,,,"2014-11-12",
"1980612",,"miasto_woj154","woj4","domena_kat24","48","ipA26","ipB2206","nie","mieszkanie","wybory61","c086","2014-11-13",
"4627330",,"miasto_woj154","woj12","domena_kat22","56","ipA7","ipB845","nie","mieszkanie","wybory430","c065","2014-11-11",
"7571763",,"miasto_woj154","woj21","domena_kat10","62","ipA16","ipB435","nie","mieszkanie","wybory287","c003","2014-11-15",
"1829378",,"miasto_woj154","woj4","domena_kat5","53","ipA20","ipB2790","nie","mieszkanie","wybory235","c032","2014-11-13",
"6120321","k","miasto_woj154","woj39","domena_kat9","32","ipA100","ipB7820","nie",,,,"2014-11-14",
"1561057","k","miasto_woj154","woj10","domena_kat9","43","ipA4","ipB4","nie",,,,"2014-11-12",
"3115278",,"miasto_woj154","woj8","domena_kat2","69","ipA3","ipB1777","nie","mieszkanie","wybory272","c043","2014-11-13",
"4419773",,"miasto_woj154","woj32","domena_kat1","46","ipA27","ipB1452","nie","mieszkanie","wybory323","r001","2014-11-11",
"3224755","k","miasto_woj154","woj2","domena_kat24","42","ipA4","ipB4","nie","wiezowiec","wybory315","c004","2014-11-13",
"3614130",,"miasto_woj185","woj3","domena_kat1","49","ipA29","ipB3811","nie","mieszkanie","wybory336","c060","2014-11-11",
"6459743","k","miasto_woj154","woj18","domena_kat9","58","ipA6","ipB6","nie","mieszkanie","wybory80","c006","2014-11-14",
"3171997","k","miasto_woj154","woj12","domena_kat9","38","ipA13","ipB431","nie","mieszkanie","wybory274","c100","2014-11-13",
"5846276",,"miasto_woj154","woj1","domena_kat10","37","ipA11","ipB552","nie","mieszkanie","wybory184","r005","2014-11-14",
"6724675",,"miasto_woj154","woj39","domena_kat1","73","ipA26","ipB375","nie","mieszkanie","wybory251","c013","2014-11-15",
"6960393",,"miasto_woj154","woj27","domena_kat10",,"ipA21","ipB4953","nie","mieszkanie","wybory417","r003","2014-11-15",
"7698239",,"miasto_woj154","woj38","domena_kat24","47","ipA13","ipB215","nie","mieszkanie","wybory105","c038","2014-11-15",
"1700405","k","miasto_woj154","woj16","domena_kat9","34","ipA26","ipB504","tak","mieszkanie","wybory114","r006","2014-11-12",
"3954439",,"miasto_woj154","woj4","domena_kat24","41","ipA22","ipB1383","nie","mieszkanie","wybory243","r014","2014-11-11",
"5773953","k","miasto_woj33","woj15","domena_kat10","38","ipA20","ipB2492","nie","mieszkanie","wybory248","c020","2014-11-14",
"8023602","k","miasto_woj154","woj40","domena_kat9","35","ipA19","ipB4033","nie","mieszkanie","wybory110","r301","2014-11-15",
"551820",,"miasto_woj35","woj1","domena_kat17","57","ipA4","ipB4278","nie","mieszkanie","wybory1","c053","2014-11-12",
"797431",,"miasto_woj154","woj3","domena_kat10","37","ipA20","ipB934","nie","mieszkanie","wybory359","c002","2014-11-12",
"5352513",,"miasto_woj154","woj49","domena_kat5","75","ipA13","ipB1907","nie","mieszkanie","wybory231","r023","2014-11-14",
"4982547",,"miasto_woj154","woj20","domena_kat24","34","ipA4","ipB622","nie","mieszkanie","wybory279","r008","2014-11-14",
"4604286",,"miasto_woj154","woj17","domena_kat9",,"ipA13","ipB3407","nie",,,,"2014-11-11",
"4334228",,"miasto_woj154","woj3","domena_kat24","38","ipA31","ipB115","nie","mieszkanie","wybory56","r005","2014-11-11",
"7786194",,"miasto_woj154","woj8","domena_kat10","65","ipA12","ipB275","nie","mieszkanie","wybory272","c041","2014-11-15",
"1067007",,"miasto_woj154","woj39","domena_kat9","70","ipA44","ipB4439","nie","mieszkanie","wybory146","r003","2014-11-12",
"8077565","k","miasto_woj154","woj15","domena_kat9","38","ipA17","ipB1322","tak","wiezowiec","wybory229","r002","2014-11-15",
"5098528","k","miasto_woj154","woj1","domena_kat24","22","ipA7","ipB167","nie","wiezowiec","wybory20","c022","2014-11-14",
"8069456","k","miasto_woj154","woj3","domena_kat9","65","ipA12","ipB1038","nie","mieszkanie","wybory384","r002","2014-11-15",
"6474136","k","miasto_woj130","woj39","domena_kat9","25","ipA17","ipB470","nie",,,,"2014-11-14",
"7934518","m","miasto_woj91","woj3","domena_kat24","60","ipA19","ipB2074","nie","wiezowiec","wybory180","c028","2014-11-15",
"8071786","k","miasto_woj154","woj3","domena_kat9","34","ipA11","ipB2533","nie","wiezowiec","wybory56","c042","2014-11-15",
"6595635",,"miasto_woj33","woj15","domena_kat9","42","ipA20","ipB2492","nie","wiezowiec","wybory99","c019","2014-11-14",
"4766260","k","miasto_woj154","woj10","domena_kat24","46","ipA4","ipB4","nie","mieszkanie","wybory311","c003","2014-11-11",
"568500",,"miasto_woj154","woj17","domena_kat24",,"ipA71","ipB5918","nie",,,,"2014-11-12",
"4809481","m","miasto_woj185","woj3","domena_kat9","48","ipA44","ipB1203","tak","wiezowiec","wybory344","c002","2014-11-11",
"7828559",,"miasto_woj77","woj38","domena_kat24","59","ipA16","ipB2396","nie","mieszkanie","wybory335","c078","2014-11-15",
"1130592",,"miasto_woj154","woj14","domena_kat10","57","ipA18","ipB649","nie","mieszkanie","wybory55","r011","2014-11-12",
"20203",,"miasto_woj154","woj8","domena_kat10","65","ipA12","ipB275","nie","mieszkanie","wybory272","c041","2014-11-12",
"4670903",,"miasto_woj154","woj1","domena_kat10","50","ipA2","ipB1261","nie","mieszkanie","wybory289","c002","2014-11-11",
"1845535",,"miasto_woj154","woj8","domena_kat17","56","ipA19","ipB2198","nie","mieszkanie","wybory100","r001","2014-11-13",
"1012673",,"miasto_woj154","woj9","domena_kat24","46","ipA19","ipB1503","nie","mieszkanie","wybory13","c004","2014-11-12",
"3272360","m","miasto_woj154","woj30","domena_kat24","33","ipA19","ipB1314","tak","mieszkanie","wybory223","r005","2014-11-13",
"8046538",,"miasto_woj154","woj27","domena_kat10","54","ipA24","ipB956","nie","mieszkanie","wybory237","r058","2014-11-15",
"6415729",,"miasto_woj154","woj2","domena_kat17","62","ipA15","ipB17","nie","mieszkanie","wybory96","r005","2014-11-14",
"490471","k","miasto_woj23","woj18","domena_kat1","30","ipA11","ipB1407","nie","wiezowiec","wybory286","c005","2014-11-12",
"2820908","k","miasto_woj139","woj34","domena_kat9","18","ipA4","ipB4","nie","mieszkanie","wybory98","c001","2014-11-13",
"6524835",,"miasto_woj154","woj41","domena_kat1","34","ipA12","ipB37","nie","wiezowiec","wybory112","c045","2014-11-14",
"6083532",,"miasto_woj154","woj15","domena_kat6","57","ipA25","ipB2570","nie","mieszkanie","wybory436","c023","2014-11-14",
"1521997","k","miasto_woj185","woj3","domena_kat9","37","ipA6","ipB6","nie","mieszkanie","wybory344","c034","2014-11-12",
"2901500","m","miasto_woj154","woj3","domena_kat24","71","ipA26","ipB3177","nie","wiezowiec","wybory427","r003","2014-11-13",
"4927832",,"miasto_woj154","woj3","domena_kat17","64","ipA4","ipB1730","nie","mieszkanie","wybory125","r001","2014-11-14",
"1191976",,"miasto_woj154","woj39","domena_kat17","60","ipA26","ipB2112","nie","mieszkanie","wybory251","r003","2014-11-12",
"6474612","k","miasto_woj154","woj20","domena_kat17","58","ipA4","ipB279","nie","mieszkanie","wybory181","r003","2014-11-14",
"5205809",,"miasto_woj154","woj9","domena_kat24","45","ipA14","ipB1701","nie","mieszkanie","wybory13","r054","2014-11-14",
"4809729","k","miasto_woj154","woj12","domena_kat24","19","ipA12","ipB2323","nie",,,,"2014-11-11",
"5953944","m","miasto_woj154","woj10","domena_kat9","64","ipA17","ipB935","nie","mieszkanie","wybory324","r001","2014-11-14",
"4500880","k","miasto_woj222","woj16","domena_kat9","30","ipA6","ipB6","nie","mieszkanie","wybory175","c027","2014-11-11",
"6473389",,"miasto_woj154","woj32","domena_kat3","54","ipA3","ipB4060","nie","mieszkanie","wybory210","c002","2014-11-14",
"3835246",,"miasto_woj154","woj2","domena_kat24","67","ipA24","ipB203","nie","mieszkanie","wybory140","r008","2014-11-11",
"2894931","k","miasto_woj180","woj5","domena_kat9","35","ipA6","ipB6","nie","wiezowiec","wybory200","c032","2014-11-13",
"3277033",,"miasto_woj154","woj32","domena_kat13",,"ipA17","ipB1500","nie","mieszkanie","wybory210","r003","2014-11-13",
"1646157","k","miasto_woj154","woj8","domena_kat9","48","ipA7","ipB2304","nie","mieszkanie","wybory41","r050","2014-11-12",
"303962",,"miasto_woj154","woj9","domena_kat4","76","ipA9","ipB1866","nie","mieszkanie","wybory207","c001","2014-11-12",
"420312",,"miasto_woj178","woj12","domena_kat1","53","ipA4","ipB2736","nie","mieszkanie","wybory199","c036","2014-11-12",
"6926463",,"miasto_woj154","woj14","domena_kat10","57","ipA18","ipB649","nie","mieszkanie","wybory55","r011","2014-11-15",
"1738240","k","miasto_woj154","woj1","domena_kat9","19","ipA18","ipB824","nie",,,,"2014-11-12",
"3431240",,"miasto_woj154","woj28","domena_kat10","60","ipA19","ipB3071","nie","mieszkanie","wybory82","c011","2014-11-11",
"8109858","m","miasto_woj154","woj37","domena_kat24","73","ipA19","ipB773","nie","wiezowiec","wybory358","c039","2014-11-15",
"3064745","k","miasto_woj154","woj16","domena_kat9","38","ipA63","ipB3677","nie",,,,"2014-11-13",
"1919998","m","miasto_woj110","woj29","domena_kat9","22","ipA6","ipB6","nie","mieszkanie","wybory119","c066","2014-11-13",
"27575",,"miasto_woj154","woj20","domena_kat17","66","ipA13","ipB28","nie","mieszkanie","wybory382","r003","2014-11-12",
"2551879",,"miasto_woj154","woj32","domena_kat13",,"ipA19","ipB1132","nie","mieszkanie","wybory210","r003","2014-11-13",
"4509461",,"miasto_woj154","woj2","domena_kat10","65","ipA12","ipB918","nie","mieszkanie","wybory144","r003","2014-11-11",
"1117842","m","miasto_woj44","woj3","domena_kat9","75","ipA29","ipB2432","nie","mieszkanie","wybory254","r019","2014-11-12",
"2800628",,"miasto_woj154","woj30","domena_kat24","39","ipA24","ipB123","nie","mieszkanie","wybory70","c006","2014-11-13",
"5838864","k","miasto_woj141","woj18","domena_kat9","33","ipA3","ipB175","nie","wiezowiec","wybory423","c008","2014-11-14",
"4837216",,"miasto_woj154","woj32","domena_kat3","54","ipA3","ipB4060","nie","mieszkanie","wybory210","c002","2014-11-11",
"5292797",,"miasto_woj154","woj21","domena_kat24","59","ipA19","ipB476","nie","mieszkanie","wybory94","c008","2014-11-14",
"7785104","k","miasto_woj154","woj8","domena_kat1","66","ipA22","ipB128","nie","wiezowiec","wybory361","c021","2014-11-15",
"1359354",,"miasto_woj154","woj3","domena_kat7","58","ipA13","ipB2167","nie","mieszkanie","wybory179","c005","2014-11-12",
"4595443",,"miasto_woj154","woj32","domena_kat9","39","ipA25","ipB148","nie","mieszkanie","wybory210","r011","2014-11-11",
"3507131","k","miasto_woj154","woj10","domena_kat9","37","ipA6","ipB6","tak","mieszkanie","wybory280","r071","2014-11-11",
"8120106","k","miasto_woj154","woj10","domena_kat24","38","ipA12","ipB275","nie","mieszkanie","wybory311","r031","2014-11-15",
"1579616",,"miasto_woj3","woj23","domena_kat1","57","ipA25","ipB591","nie","mieszkanie","wybory259","c024","2014-11-12",
"4172185",,"miasto_woj154","woj21","domena_kat17","82","ipA70","ipB3782","nie","mieszkanie","wybory36","c023","2014-11-11",
"8059473","k","miasto_woj154","woj3","domena_kat24","31","ipA19","ipB27","nie","mieszkanie","wybory383","r018","2014-11-15",
"7869161","k","miasto_woj25","woj18","domena_kat9","24","ipA23","ipB58","tak",,,,"2014-11-15",
"855118","m","miasto_woj154","woj48","domena_kat17","45","ipA10","ipB2402","tak","mieszkanie","wybory222","r004","2014-11-12",
"2455773",,"miasto_woj154","woj17","domena_kat24",,"ipA5","ipB2769","nie",,,,"2014-11-13",
"3305259","k","miasto_woj154","woj33","domena_kat24","24","ipA43","ipB1853","nie",,"wybory393",,"2014-11-13",
"4622995","k","miasto_woj2","woj1","domena_kat1","27","ipA18","ipB92","nie","mieszkanie","wybory22","c062","2014-11-11",
"8125763","k","miasto_woj154","woj8","domena_kat9","24","ipA5","ipB2006","nie","wiezowiec","wybory27","c015","2014-11-15",
"4019209","m","miasto_woj154","woj12","domena_kat10","33","ipA10","ipB2275","nie","wiezowiec","wybory416","r009","2014-11-11",
"6304338","m","miasto_woj154","woj41","domena_kat24","36","ipA15","ipB17","nie",,,,"2014-11-14",
"5878849","k","miasto_woj138","woj19","domena_kat9","22","ipA25","ipB1621","tak","mieszkanie","wybory246","c002","2014-11-14",
"6626870","k","miasto_woj154","woj17","domena_kat24","32","ipA18","ipB1945","tak",,,,"2014-11-14",
"3050543","k","miasto_woj154","woj39","domena_kat9","22","ipA27","ipB1593","nie","mieszkanie","wybory146","r003","2014-11-13",
"5895478","m","miasto_woj154","woj9","domena_kat24","30","ipA18","ipB2319","nie","mieszkanie","wybory247","r001","2014-11-14",
"6796361","k","miasto_woj154","woj39","domena_kat9","32","ipA100","ipB7820","nie",,,,"2014-11-15",
"2894831",,"miasto_woj154","woj2","domena_kat17","62","ipA15","ipB17","nie","mieszkanie","wybory96","r005","2014-11-13",
"1932861",,"miasto_woj100","woj3","domena_kat9",,"ipA11","ipB3216","nie","mieszkanie","wybory383","c050","2014-11-13",
"224063",,"miasto_woj97","woj27","domena_kat9","26","ipA10","ipB634","nie","mieszkanie","wybory237","r007","2014-11-12",
"4432616","k","miasto_woj154","woj17","domena_kat9","34","ipA11","ipB821","nie",,,,"2014-11-11",
"6536244",,"miasto_woj154","woj8","domena_kat9","36","ipA5","ipB304","nie","mieszkanie","wybory24","c051","2014-11-14",
"7931959","k","miasto_woj154","woj9","domena_kat17","39","ipA28","ipB655","nie","mieszkanie","wybory207","c035","2014-11-15",
"7256607",,"miasto_woj185","woj3","domena_kat1","49","ipA29","ipB3811","nie","mieszkanie","wybory336","c060","2014-11-15",
"6621942","k","miasto_woj154","woj4","domena_kat1","21","ipA22","ipB2847","nie",,,,"2014-11-14",
"4057846","m","miasto_woj45","woj1","domena_kat24","19","ipA28","ipB283","nie","mieszkanie","wybory90","c009","2014-11-11",
"6514231","k","miasto_woj42","woj1","domena_kat9","43","ipA4","ipB4","nie","mieszkanie","wybory364","c023","2014-11-14",
"4151255",,"miasto_woj33","woj15","domena_kat15","34","ipA29","ipB3204","nie","mieszkanie","wybory260","c035","2014-11-11",
"6392738","k","miasto_woj110","woj29","domena_kat9","19","ipA19","ipB2284","nie","wiezowiec","wybory119","c087","2014-11-14",
"3274135","m","miasto_woj154","woj18","domena_kat9","54","ipA12","ipB274","nie","mieszkanie","wybory415","c006","2014-11-13",
"6385232","k","miasto_woj154","woj1","domena_kat21","71","ipA3","ipB667","tak","wiezowiec","wybory20","c006","2014-11-14",
"3016210",,"miasto_woj154","woj28","domena_kat22","42","ipA25","ipB2306","nie","mieszkanie","wybory366","c091","2014-11-13",
"6576739",,"miasto_woj154","woj27","domena_kat10","54","ipA24","ipB956","nie","mieszkanie","wybory237","r058","2014-11-14",
"7613951","m","miasto_woj110","woj29","domena_kat6","48","ipA15","ipB17","nie","mieszkanie","wybory67","c059","2014-11-15",
"7413529",,"miasto_woj222","woj16","domena_kat24","83","ipA3","ipB1779","nie","mieszkanie","wybory175","c068","2014-11-15",
"106171",,"miasto_woj154","woj32","domena_kat10","27","ipA45","ipB3683","nie","mieszkanie","wybory152","r016","2014-11-12",
"789135","m","miasto_woj24","woj18","domena_kat9","39","ipA11","ipB1716","tak","wiezowiec","wybory362","c008","2014-11-12",
"7151067",,"miasto_woj57","woj42","domena_kat20","45","ipA22","ipB566","nie","mieszkanie","wybory127","c023","2014-11-15",
"8088224",,"miasto_woj154","woj17","domena_kat15","59","ipA19","ipB296","tak",,,,"2014-11-15",
"6251314","m","miasto_woj154","woj22","domena_kat9","47","ipA23","ipB58","nie","mieszkanie","wybory331","c002","2014-11-14",
"8004114","k","miasto_woj154","woj46","domena_kat17","40","ipA4","ipB2451","nie","skrzynka","wybory230","b007","2014-11-15",
"6452267","k","miasto_woj154","woj4","domena_kat9","22","ipA35","ipB4755","tak","mieszkanie","wybory4","c004","2014-11-14",
"6540784","k","miasto_woj154","woj1","domena_kat9","20","ipA10","ipB266","nie","mieszkanie","wybory143","c003","2014-11-14",
"4359613",,"miasto_woj154","woj37","domena_kat5","60","ipA20","ipB346","nie","wiezowiec","wybory321","r030","2014-11-11",
"4692703","m","miasto_woj152","woj13","domena_kat10","22","ipA5","ipB3142","nie",,,,"2014-11-11",
"6448923",,"miasto_woj154","woj20","domena_kat1","66","ipA13","ipB28","nie","mieszkanie","wybory382","r003","2014-11-14",
"717754",,"miasto_woj124","woj8","domena_kat24","71","ipA19","ipB4355","nie","mieszkanie","wybory168","r005","2014-11-12",
"173398",,"miasto_woj154","woj18","domena_kat24",,"ipA3","ipB285","nie","mieszkanie","wybory268","c023","2014-11-12",
"3252436","k","miasto_woj205","woj5","domena_kat24","55","ipA7","ipB1565","nie","mieszkanie","wybory5","r023","2014-11-13",
"6497465",,"miasto_woj154","woj19","domena_kat3","55","ipA3","ipB2075","nie","mieszkanie","wybory246","r002","2014-11-14",
"6371839","k","miasto_woj154","woj15","domena_kat17","61","ipA16","ipB353","nie","mieszkanie","wybory30","c007","2014-11-14",
"6707646","m","miasto_woj154","woj17","domena_kat9","22","ipA31","ipB1737","nie",,,,"2014-11-15",
"6778602",,"miasto_woj154","woj30","domena_kat10",,"ipA11","ipB95","nie","wiezowiec","wybory92","c057","2014-11-15",
"5194923","k","miasto_woj109","woj23","domena_kat9","73","ipA19","ipB1506","nie","wiezowiec","wybory290","c006","2014-11-14",
"6239965",,"miasto_woj154","woj32","domena_kat13",,"ipA17","ipB1500","nie","mieszkanie","wybory210","r003","2014-11-14",
"3291710",,"miasto_woj154","woj11","domena_kat24","61","ipA17","ipB805","nie","wiezowiec","wybory226","c028","2014-11-13",
"3270860",,"miasto_woj21","woj8","domena_kat22","53","ipA3","ipB1486","nie","mieszkanie","wybory422","r019","2014-11-13",
"7959540","m","miasto_woj23","woj18","domena_kat24","54","ipA4","ipB4","nie","mieszkanie","wybory286","c009","2014-11-15",
"1639053",,"miasto_woj222","woj16","domena_kat24","51","ipA7","ipB2781","nie","mieszkanie","wybory175","c096","2014-11-12",
"2904018","k","miasto_woj154","woj28","domena_kat9","60","ipA14","ipB474","nie","mieszkanie","wybory220","c027","2014-11-13",
"4405770","k","miasto_woj154","woj10","domena_kat9","21","ipA22","ipB1683","nie","mieszkanie","wybory138","c020","2014-11-11",
"1437716","m","miasto_woj154","woj12","domena_kat9","18","ipA16","ipB886","nie","mieszkanie","wybory431","c060","2014-11-12",
"6119369","k","miasto_woj154","woj2","domena_kat24","31","ipA22","ipB358","nie","mieszkanie","wybory96","r026","2014-11-14",
"5151454",,"miasto_woj154","woj46","domena_kat17","54","ipA17","ipB2214","nie","mieszkanie","wybory316","r023","2014-11-14",
"6264569","k","miasto_woj197","woj44","domena_kat9","18","ipA57","ipB4857","tak","mieszkanie","wybory185","c020","2014-11-14",
"2551970",,"miasto_woj154","woj17","domena_kat9",,"ipA26","ipB834","nie",,,,"2014-11-13",
"8145818","k","miasto_woj154","woj15","domena_kat9","62","ipA12","ipB446","nie","mieszkanie","wybory419","c070","2014-11-15",
"7423262","k","miasto_woj154","woj11","domena_kat9","18","ipA5","ipB451","nie",,,,"2014-11-15",
"4721328",,"miasto_woj154","woj27","domena_kat10","54","ipA24","ipB956","nie","mieszkanie","wybory237","r058","2014-11-11",
"316716","k","miasto_woj154","woj8","domena_kat11","43","ipA28","ipB1290","nie","mieszkanie","wybory8","r013","2014-11-12",
"6438479",,"miasto_woj154","woj1","domena_kat9","58","ipA19","ipB595","nie","mieszkanie","wybory32","c008","2014-11-14",
"2894665","m","miasto_woj154","woj15","domena_kat24","32","ipA4","ipB3317","nie",,,,"2014-11-13",
"7970640",,"miasto_woj154","woj8","domena_kat9","55","ipA25","ipB559","nie","mieszkanie","wybory42","r020","2014-11-15",
"884168","k","miasto_woj154","woj1","domena_kat10","49","ipA14","ipB4513","nie","mieszkanie","wybory86","r001","2014-11-12",
"5025785",,"miasto_woj227","woj7","domena_kat24","50","ipA2","ipB2325","nie","mieszkanie","wybory7","c022","2014-11-14",
